# ell mean_D_TT_uK2 mean_D_TE_uK2 mean_D_EE_uK2 mean_C_TT_uK2 mean_C_TE_uK2 mean_C_EE_uK2 draw_D_TT_uK2 draw_D_TE_uK2 draw_D_EE_uK2 draw_C_TT_uK2 draw_C_TE_uK2 draw_C_EE_uK2 TT_D_68_lower_uK2 TT_D_68_upper_uK2 TT_D_95_lower_uK2 TT_D_95_upper_uK2 EE_D_68_lower_uK2 EE_D_68_upper_uK2 EE_D_95_lower_uK2 EE_D_95_upper_uK2 sigma_D_TT_uK2 sigma_D_TE_uK2 sigma_D_EE_uK2 cov_D_TT_TT_uK4 cov_D_TT_TE_uK4 cov_D_TT_EE_uK4 cov_D_TE_TE_uK4 cov_D_TE_EE_uK4 cov_D_EE_EE_uK4
783 2.45896591704500e+03 -1.12760925929500e+02 1.92477557139600e+01 2.51683388733034e-02 -1.15414580405068e-03 1.97007219580198e-04 2.57437706812509e+03 -1.11145345156493e+02 1.89874347920826e+01 2.63496106184736e-02 -1.13760979430350e-03 1.94342747847506e-04 2.37161163879590e+03 2.54629712888557e+03 2.28977813632486e+03 2.63409831288794e+03 1.85639829960655e+01 1.99313478776657e+01 1.79234245996021e+01 2.06186187866927e+01 8.78482286187949e+01 6.19016871356782e+00 6.87639154588465e-01 7.71731127146006e+03 -3.53893138015413e+02 1.62284957453455e+01 3.83181887024339e+01 -2.77012732146899e+00 4.72847606923140e-01
784 2.46416596947400e+03 -1.11579589687000e+02 1.90072714006800e+01 2.51573043901127e-02 -1.13914473953998e-03 1.94050124129610e-04 2.45718304398523e+03 -1.09976703583870e+02 1.88186644990971e+01 2.50860139071539e-02 -1.12278046290494e-03 1.92124587744490e-04 2.37668275460501e+03 2.55162609854252e+03 2.29472657408531e+03 2.63955495833722e+03 1.83324722075177e+01 1.96818925222024e+01 1.77003056305102e+01 2.03601291843323e+01 8.79778777824998e+01 6.14707546484074e+00 6.78614760930564e-01 7.74010697911248e+03 -3.50478811720303e+02 1.58699870423445e+01 3.77865367704470e+01 -2.70340795915529e+00 4.60517993752846e-01
785 2.46922366929200e+03 -1.10370062037600e+02 1.87695239981400e+01 2.51447948639982e-02 -1.12392919425479e-03 1.91135309651169e-04 2.45467567724102e+03 -1.09133209826848e+02 1.89909431260051e+01 2.49966485942397e-02 -1.11133398244664e-03 1.93390082525078e-04 2.38161669712490e+03 2.55680753764787e+03 2.29954268880019e+03 2.64485886567056e+03 1.81035895236959e+01 1.94352828515803e+01 1.74797132471026e+01 2.01045950467221e+01 8.81023183377638e+01 6.10369254684308e+00 6.69699792245461e-01 7.76201849648867e+03 -3.46948910966860e+02 1.55080211256317e+01 3.72550627063878e+01 -2.63729284289107e+00 4.48497811733613e-01
786 2.47412441747600e+03 -1.09132327522200e+02 1.85346528731600e+01 2.51306733594244e-02 -1.10850079185265e-03 1.88263898086774e-04 2.49569571029396e+03 -1.05860432413521e+02 1.90542011138742e+01 2.53497816265428e-02 -1.07526684182908e-03 1.93541157807275e-04 2.38639937500311e+03 2.56182633963927e+03 2.30421286507464e+03 2.64999441843548e+03 1.78774695888299e+01 1.91916629540287e+01 1.72617776609620e+01 1.98521652001721e+01 8.82210397466189e+01 6.06003563387854e+00 6.60898997747632e-01 7.78295185397452e+03 -3.43301915141339e+02 1.51428670189609e+01 3.67240318838777e+01 -2.57181158024664e+00 4.36787485223825e-01
787 2.47887589871900e+03 -1.07867855294500e+02 1.83027231064400e+01 2.51150301297622e-02 -1.09287618519111e-03 1.85436246531131e-04 2.40869294962366e+03 -9.73158596206281e+01 1.71854669107824e+01 2.44039631166714e-02 -9.85967368410338e-04 1.74116630639466e-04 2.39103818971440e+03 2.56669047235051e+03 2.30874423941043e+03 2.65496986948436e+03 1.76541754050217e+01 1.89510999883638e+01 1.70465599182896e+01 1.96029088839118e+01 8.83343268317889e+01 6.01615040103055e+00 6.52214467707517e-01 7.80295329682531e+03 -3.39544160934660e+02 1.47752053407431e+01 3.61940656478201e+01 -2.50701649211527e+00 4.25383711887000e-01
788 2.48347093946600e+03 -1.06575142115300e+02 1.80738740637800e+01 2.50978043878395e-02 -1.07704182356615e-03 1.82653458341145e-04 2.43133036254152e+03 -1.06860688850505e+02 1.85700121542487e+01 2.45708749281370e-02 -1.07992754128882e-03 1.87667399332384e-04 2.39552621137840e+03 2.57139251861334e+03 2.31313011057861e+03 2.65977755711062e+03 1.74338416338574e+01 1.87137380234281e+01 1.68341902646643e+01 1.93569748858114e+01 8.84419345440120e+01 5.97204446594912e+00 6.43650932854989e-01 7.82197578588730e+03 -3.35670600269888e+02 1.44048965337938e+01 3.56653151032735e+01 -2.44289879127633e+00 4.14286523365097e-01
789 2.48789493605200e+03 -1.05256397871700e+02 1.78482451168000e+01 2.50788610932095e-02 -1.06102172690012e-03 1.79916624916683e-04 2.54483872999086e+03 -1.07577503232432e+02 1.72833133341654e+01 2.56528746810096e-02 -1.08441929006927e-03 1.74221912692896e-04 2.39984934234921e+03 2.57591736887397e+03 2.31735685540238e+03 2.66440186358968e+03 1.72166029541469e+01 1.84797211224856e+01 1.66247989732048e+01 1.91145119763262e+01 8.85433540065962e+01 5.92776166984273e+00 6.35213112448046e-01 7.83992553873741e+03 -3.31686965487115e+02 1.40328173437943e+01 3.51383584144567e+01 -2.37953386868338e+00 4.03495698225934e-01
790 2.49216299622800e+03 -1.03910860067300e+02 1.76259013637700e+01 2.50583653458952e-02 -1.04480978929292e-03 1.77226078949313e-04 2.45310374102123e+03 -1.03657661741882e+02 1.76020159665332e+01 2.46656297629533e-02 -1.04226391402196e-03 1.76985914477207e-04 2.40402214432047e+03 2.58028067679414e+03 2.32143852434271e+03 2.66885899175320e+03 1.70025224097481e+01 1.82491164377494e+01 1.64184471537579e+01 1.88755893629956e+01 8.86391343673276e+01 5.88333155014701e+00 6.26903072428709e-01 7.85689614138915e+03 -3.27593675352246e+02 1.36590345856116e+01 3.46135901289552e+01 -2.31691659730644e+00 3.93007462220556e-01
791 2.49626051214400e+03 -1.02541479343400e+02 1.74070564843200e+01 2.50361825792626e-02 -1.02843721089994e-03 1.74583639082871e-04 2.51159785415013e+03 -1.02724202693165e+02 1.76481656447775e+01 2.51900080685807e-02 -1.03026983018145e-03 1.77001837397262e-04 2.40803051507348e+03 2.58446732902258e+03 2.32536148930289e+03 2.67313332048533e+03 1.67918063791542e+01 1.80221449481393e+01 1.62153343346333e+01 1.86404353525750e+01 8.87287671396192e+01 5.83881747131200e+00 6.18728155122269e-01 7.87279411811677e+03 -3.23398920709740e+02 1.32845925280264e+01 3.40917894632982e+01 -2.25514254316651e+00 3.82824529941007e-01
792 2.50019515856600e+03 -1.01147491134400e+02 1.71918498932900e+01 2.50124025331872e-02 -1.01189771318758e-03 1.71990361771493e-04 2.56739802862390e+03 -9.58699336202865e+01 1.69236332555282e+01 2.56847121453048e-02 -9.59100077577901e-04 1.69307074234193e-04 2.41188184666378e+03 2.58848528295851e+03 2.32913287783129e+03 2.67723309168339e+03 1.65845896173869e+01 1.77989507271651e+01 1.60155908949797e+01 1.84091986915007e+01 8.88125366354182e+01 5.79425337159555e+00 6.10693046599675e-01 7.88766666361750e+03 -3.19102167363185e+02 1.29095456943641e+01 3.35733721342464e+01 -2.19421133711733e+00 3.72945997165193e-01
793 2.50395975090800e+03 -9.97303583552400e+01 1.69804210285200e+01 2.49869657943311e-02 -9.95207311928681e-04 1.69447292137628e-04 2.52240239766333e+03 -1.01210437500027e+02 1.70222485525705e+01 2.51710046086392e-02 -1.00997699301093e-03 1.69864688188955e-04 2.41556919706187e+03 2.59232711152019e+03 2.33274597554844e+03 2.68115063489796e+03 1.63810069130546e+01 1.75796778607554e+01 1.58193472570932e+01 1.81820281276253e+01 8.88901989303053e+01 5.74968480473878e+00 6.02802422282602e-01 7.90146746586925e+03 -3.14708006635353e+02 1.25345234753177e+01 3.30588753538440e+01 -2.13416946968765e+00 3.63370760309772e-01
794 2.50755453004800e+03 -9.82908000684500e+01 1.67728350716500e+01 2.49598874897410e-02 -9.78374460689465e-04 1.66954724715140e-04 2.64995235750242e+03 -9.63960422818267e+01 1.63838711898814e+01 2.63772978429179e-02 -9.59514276152013e-04 1.63083026369130e-04 2.41909278714936e+03 2.59599307557379e+03 2.33620098498378e+03 2.68488623148025e+03 1.61811214295298e+01 1.73643935483673e+01 1.56266646829846e+01 1.79589928781729e+01 8.89617741369928e+01 5.70514655889769e+00 5.95058311753881e-01 7.91419725760132e+03 -3.10219686562220e+02 1.21599513884154e+01 3.25486972585022e+01 -2.07503508950112e+00 3.54094394387379e-01
795 2.51097230540600e+03 -9.68302771622200e+01 1.65693058029800e+01 2.49311088398942e-02 -9.61414896425188e-04 1.64514425541938e-04 2.46067861634495e+03 -8.99162798176494e+01 1.60511630543218e+01 2.44317495147271e-02 -8.92766739715090e-04 1.59369855355486e-04 2.42244566841748e+03 2.59947574252854e+03 2.33949118484544e+03 2.68843220598138e+03 1.59851396945708e+01 1.71533188210213e+01 1.54377428941067e+01 1.77403212514855e+01 8.90270188192552e+01 5.66069573086066e+00 5.87468008455547e-01 7.92581007984403e+03 -3.05641916127117e+02 1.17864268702858e+01 3.20434761573841e+01 -2.01685791739552e+00 3.45118660958726e-01
796 2.51422073977200e+03 -9.53480210186600e+01 1.63698241882900e+01 2.49007187933734e-02 -9.44322119904880e-04 1.62125935229751e-04 2.49516436750178e+03 -9.44238943653270e+01 1.59568591621653e+01 2.47119854178125e-02 -9.35169614892058e-04 1.58035949881861e-04 2.42563522179347e+03 2.60278305696032e+03 2.34262369232966e+03 2.69179678660496e+03 1.57930532898570e+01 1.69464440288422e+01 1.52525740386013e+01 1.75260029679506e+01 8.90862164363543e+01 5.61634891515119e+00 5.80030892910110e-01 7.93635395894496e+03 -3.00974227170536e+02 1.14139926078780e+01 3.15433751367200e+01 -1.95961122508078e+00 3.36435836730100e-01
797 2.51730006402500e+03 -9.38454905330000e+01 1.61744555172000e+01 2.48687320183208e-02 -9.27111705332979e-04 1.59789532264320e-04 2.41491210916093e+03 -9.24815225382525e+01 1.53651964706100e+01 2.38572282060390e-02 -9.13636889585862e-04 1.51794757763392e-04 2.42866165870553e+03 2.60591526919090e+03 2.34559870101432e+03 2.69498024360008e+03 1.56049255019094e+01 1.67438364641069e+01 1.50712195152836e+01 1.73161073218045e+01 8.91393865522387e+01 5.57215052233056e+00 5.72748979442032e-01 7.94583023490943e+03 -2.96222268748813e+02 1.10432302111340e+01 3.10488614435088e+01 -1.90332252302924e+00 3.28041393451889e-01
798 2.52020307692300e+03 -9.23226579479300e+01 1.59832651240400e+01 2.48350898272455e-02 -9.09784423414921e-04 1.57505491808564e-04 2.51996518958563e+03 -9.46314863156396e+01 1.63428884497461e+01 2.48327455902090e-02 -9.32536542255188e-04 1.61049363998732e-04 2.43151802005744e+03 2.60886493589296e+03 2.34840947909725e+03 2.69797489071369e+03 1.54208196650203e+01 1.65455634607428e+01 1.48937407734809e+01 1.71107036457274e+01 8.91862856557537e+01 5.52812284720668e+00 5.65624279296057e-01 7.95419354906970e+03 -2.91386157332602e+02 1.06743558804890e+01 3.05601422138085e+01 -1.84798687406114e+00 3.19930825329184e-01
799 2.52293742993700e+03 -9.07802373687400e+01 1.57963183921800e+01 2.47998801481752e-02 -8.92348331692025e-04 1.55274085777966e-04 2.36927921944035e+03 -8.76439132044614e+01 1.56273953651922e+01 2.32894561642577e-02 -8.61519004552557e-04 1.53613612246655e-04 2.43421167653941e+03 2.61163998924185e+03 2.35106313452573e+03 2.70078894263549e+03 1.52407991654153e+01 1.63516923988258e+01 1.47201993170368e+01 1.69098613155122e+01 8.92271961178362e+01 5.48431012532050e+00 5.58658800806655e-01 7.96149252705080e+03 -2.86470117268492e+02 1.03077567188553e+01 3.00776575506929e+01 -1.79361292457072e+00 3.12099655718729e-01
800 2.52549591363900e+03 -8.92174562688000e+01 1.56136807584000e+01 2.47630443475634e-02 -8.74796832665514e-04 1.53095582915374e-04 2.65270241843780e+03 -9.58399023502455e+01 1.65898116969385e+01 2.60103321782899e-02 -9.39731376854852e-04 1.62666762021036e-04 2.43673566095505e+03 2.61423297763841e+03 2.35355292748277e+03 2.70341470475930e+03 1.50649274454536e+01 1.61622907091198e+01 1.45506567083547e+01 1.67136497547743e+01 8.92618743410495e+01 5.44072834797430e+00 5.51854549568193e-01 7.96768221087731e+03 -2.81471981551681e+02 9.94347845480980e+00 2.96015249564512e+01 -1.74017848876647e+00 3.04543443879114e-01
801 2.52787874566800e+03 -8.76365126433800e+01 1.54353434407100e+01 2.47245970484412e-02 -8.57152450666939e-04 1.50969522383087e-04 2.54663093964361e+03 -9.70278650752000e+01 1.66546953788927e+01 2.49080079183715e-02 -9.49007095599796e-04 1.62895721526724e-04 2.43909017171794e+03 2.61664413793905e+03 2.35587903874719e+03 2.70585243364678e+03 1.48931963401504e+01 1.59773489928754e+01 1.43851053497518e+01 1.65220589337177e+01 8.92903396627009e+01 5.39742059442117e+00 5.45210904990317e-01 7.97276475708050e+03 -2.76399847355790e+02 9.58223125176956e+00 2.91321490730818e+01 -1.68771013174884e+00 2.97254930920361e-01
802 2.53009357988400e+03 -8.60366327388100e+01 1.52612977470300e+01 2.46846253092619e-02 -8.39408494181261e-04 1.48895447826001e-04 2.57987911999186e+03 -8.56816938022316e+01 1.54978832652041e+01 2.51703533523480e-02 -8.35945565091694e-04 1.51203672674346e-04 2.44128258249972e+03 2.61888140411608e+03 2.35804857977740e+03 2.70811034516336e+03 1.47255977693421e+01 1.57968579463405e+01 1.42235377236893e+01 1.63350789227508e+01 8.93128738577090e+01 5.35440620508279e+00 5.38727251601469e-01 7.97678943672303e+03 -2.71253248756761e+02 9.22405255206588e+00 2.86696658090291e+01 -1.63617528894561e+00 2.90227051618072e-01
803 2.53212578343000e+03 -8.44185276769100e+01 1.50918321927300e+01 2.46429984547654e-02 -8.21572791015802e-04 1.46875798919136e-04 2.60090715940235e+03 -9.11699978760900e+01 1.50074149896887e+01 2.53123883219256e-02 -8.87279033088980e-04 1.46054239019657e-04 2.44329876278521e+03 2.62092964109887e+03 2.36004789122677e+03 2.71017279991018e+03 1.45624104323562e+01 1.56211158984511e+01 1.40662233188722e+01 1.61530179018757e+01 8.93289717486239e+01 5.31174423107146e+00 5.32413460816774e-01 7.97966519366645e+03 -2.66034014349599e+02 8.86930655275323e+00 2.82146267763209e+01 -1.58560081351246e+00 2.83464093258894e-01
804 2.53398300353600e+03 -8.27836504999000e+01 1.49268639465500e+01 2.45998034307657e-02 -8.03660295565127e-04 1.44909385110521e-04 2.59728289610017e+03 -8.47281584809104e+01 1.48190651274121e+01 2.52143162006203e-02 -8.22537499569913e-04 1.43862878580224e-04 2.44514607981083e+03 2.62279677603501e+03 2.36188407830044e+03 2.71204800673170e+03 1.44035547246550e+01 1.54500367921542e+01 1.39130855436349e+01 1.59757865607251e+01 8.93389149144837e+01 5.26946669582274e+00 5.26266287579683e-01 7.98144171809736e+03 -2.60748742495228e+02 8.51849942832765e+00 2.77672792583851e+01 -1.53598544190274e+00 2.76956205442902e-01
805 2.53565059725000e+03 -8.11312248433500e+01 1.47666816700100e+01 2.45549104954801e-02 -7.85664226205971e-04 1.42998624146240e-04 2.62594948991142e+03 -8.04073776696359e+01 1.46208930341505e+01 2.54293532241221e-02 -7.78654584348283e-04 1.41586825963686e-04 2.44681039230981e+03 2.62446766441502e+03 2.36354347031683e+03 2.71372031748233e+03 1.42493095102680e+01 1.52839190839945e+01 1.37643940680358e+01 1.58036931875236e+01 8.93421988383797e+01 5.22761972321460e+00 5.20295584642420e-01 7.98202849327657e+03 -2.55394709782327e+02 8.17166436323055e+00 2.73280079705423e+01 -1.48732336531317e+00 2.70707495398398e-01
806 2.53712134467800e+03 -7.94634447948200e+01 1.46112769701900e+01 2.45082629279975e-02 -7.67606564140522e-04 1.41143039315157e-04 2.52745151288021e+03 -8.43419879609174e+01 1.47784982451920e+01 2.44148536077587e-02 -8.14732657999259e-04 1.42758375130095e-04 2.44828472092686e+03 2.62593484586568e+03 2.36501931377681e+03 2.71518203054704e+03 1.40996670239621e+01 1.51227537536192e+01 1.36201417034814e+01 1.56367281194588e+01 8.93385816258556e+01 5.18624137968086e+00 5.14500720668121e-01 7.98138216691965e+03 -2.49979419603943e+02 7.82943466665766e+00 2.68970996483140e+01 -1.43963099925917e+00 2.64710991568016e-01
807 2.53839544883200e+03 -7.77787893926300e+01 1.44607901051300e+01 2.44598761270700e-02 -7.49473276408757e-04 1.39343589996505e-04 2.65588161474893e+03 -8.50777620249422e+01 1.46970461983110e+01 2.55919680815740e-02 -8.19805882198520e-04 1.41620144178058e-04 2.44956924888187e+03 2.62719854318275e+03 2.36631177376478e+03 2.71643338902694e+03 1.39547629477357e+01 1.49666856340095e+01 1.34804598312117e+01 1.54750407748172e+01 8.93280831843393e+01 5.14536335018472e+00 5.08886297450897e-01 7.97950644538825e+03 -2.44499473696489e+02 7.49169050078402e+00 2.64747640054241e+01 -1.39287027620797e+00 2.58965263733283e-01
808 2.53947310714400e+03 -7.60801938254500e+01 1.43153614211400e+01 2.44097653177509e-02 -7.31293303080815e-04 1.37601225918002e-04 2.53394655953515e+03 -7.61005752607417e+01 1.38270023299276e+01 2.43566433808539e-02 -7.31489212244377e-04 1.32907051061907e-04 2.45066415407440e+03 2.62825897332237e+03 2.36742101028507e+03 2.71747462991946e+03 1.38147330596709e+01 1.48158596386076e+01 1.33454799355390e+01 1.53187806441574e+01 8.93107231600782e+01 5.10506019597667e+00 5.03456908924612e-01 7.97640527137613e+03 -2.38965499327190e+02 7.15917859309591e+00 2.60616396045453e+01 -1.34708159752839e+00 2.53468859143925e-01
809 2.54034708298600e+03 -7.43668782619400e+01 1.41750570736300e+01 2.43578743258010e-02 -7.13059678670870e-04 1.35916175027032e-04 2.53099632643752e+03 -7.19274956367453e+01 1.37151262787725e+01 2.42682154935948e-02 -6.89669892363720e-04 1.31506172718790e-04 2.45156244022671e+03 2.62910865936555e+03 2.36834025276235e+03 2.71829803527627e+03 1.36796415507655e+01 1.46703438868187e+01 1.32152643540428e+01 1.51680178079783e+01 8.92862598482919e+01 5.06535407476797e+00 4.98214530493537e-01 7.97203619769670e+03 -2.33375765612717e+02 6.83191177569636e+00 2.56578119027685e+01 -1.30222945491130e+00 2.48217718394896e-01
810 2.54101756225300e+03 -7.26395477111100e+01 1.40399433148800e+01 2.43042185572351e-02 -6.94779709394920e-04 1.34288662906164e-04 2.41509698402116e+03 -7.09418611994004e+01 1.45275377758911e+01 2.30998186744234e-02 -6.78541748416140e-04 1.38952386023924e-04 2.45226427375062e+03 2.62974780668211e+03 2.36906964976916e+03 2.71890383046890e+03 1.35495527099140e+01 1.45302065938931e+01 1.30898755230444e+01 1.50228224414738e+01 8.92547128457637e+01 5.02628786138719e+00 4.93161136528833e-01 7.96640376517974e+03 -2.27733949966743e+02 6.51018370348504e+00 2.52635696655283e+01 -1.25830367955892e+00 2.43207906582410e-01
811 2.54148472490900e+03 -7.08997977700000e+01 1.39100864983900e+01 2.42488132421349e-02 -6.76469127742415e-04 1.32718912836857e-04 2.57131051073558e+03 -6.99218265856497e+01 1.35121646844130e+01 2.45333870202970e-02 -6.67138109391970e-04 1.28922261352971e-04 2.45276981539788e+03 2.63017661444007e+03 2.36960934446878e+03 2.71929223439175e+03 1.34245309280961e+01 1.43955160754365e+01 1.29693759816456e+01 1.48832648192068e+01 8.92161014767970e+01 4.98791229456941e+00 4.88298700530581e-01 7.95951276271814e+03 -2.22046522528148e+02 6.19443169910893e+00 2.48792690583167e+01 -1.21530784929028e+00 2.38435620939854e-01
812 2.54176360159700e+03 -6.91482575521400e+01 1.37854045160700e+01 2.41918148375204e-02 -6.58134313508740e-04 1.31205731840502e-04 2.45503662807872e+03 -6.48048567971581e+01 1.39307096284317e+01 2.33663710852161e-02 -6.16795006122463e-04 1.32588706390531e-04 2.45309355859272e+03 2.63041065035864e+03 2.36997332710912e+03 2.71947935482266e+03 1.33044973182081e+01 1.42661870033033e+01 1.28536898498224e+01 1.47492563650597e+01 8.91709659985346e+01 4.95025848305596e+00 4.83623983208421e-01 7.95146117711182e+03 -2.16318183581396e+02 5.88490033538103e+00 2.45050590490675e+01 -1.17321440238479e+00 2.33892157134379e-01
813 2.54184693180500e+03 -6.73858525236200e+01 1.36660382200300e+01 2.41331666546033e-02 -6.39784398016537e-04 1.29750054476319e-04 2.61649717893816e+03 -6.63357378951032e+01 1.38461928967172e+01 2.48419217068174e-02 -6.29814249531460e-04 1.31460504772006e-04 2.45322848409523e+03 2.63044241271327e+03 2.37015480500989e+03 2.71945744807474e+03 1.31895881717411e+01 1.41423647891341e+01 1.27429491317370e+01 1.46209470594454e+01 8.91190637790738e+01 4.91337564796856e+00 4.79141570839304e-01 7.94220752885863e+03 -2.10552578345701e+02 5.58187230526744e+00 2.41412602580505e+01 -1.13201922074628e+00 2.29576644906356e-01
814 2.54174230554600e+03 -6.56134331023200e+01 1.35519800092900e+01 2.40729532398417e-02 -6.21427712609258e-04 1.28351399100952e-04 2.59036930450280e+03 -6.59671625123360e+01 1.33443241896563e+01 2.45335016870728e-02 -6.24777899419420e-04 1.26384681694111e-04 2.45318190518453e+03 2.63027976817611e+03 2.37016083242271e+03 2.71923465918976e+03 1.30797965103198e+01 1.40240412096007e+01 1.26371474203774e+01 1.44983280411631e+01 8.90606731188405e+01 4.87730134985885e+00 4.74850837194202e-01 7.93180349638096e+03 -2.04754375357003e+02 5.28560172310942e+00 2.37880684573350e+01 -1.09170280385946e+00 2.25483317584034e-01
